,Price
47460,"RM 3,650,000"
47461,"RM 3,900,000"
47462,"RM 2,400,000"
47463,"RM 510,000"
47464,"RM 350,000"
47465,"RM 1,400,000"
47466,"RM 2,000,000"
47467,"RM 1,680,000"
47468,"RM 700,000"
47469,"RM 1,350,000"
47470,"RM 4,000,000"
47471,"RM 1,600,000"
47472,"RM 1,500,000"
47473,"RM 3,000,000"
47474,"RM 308,000"
47475,"RM 308,000"
47476,"RM 460,000"
47477,"RM 355,000"
47478,"RM 178,000"
47479,"RM 820,000"
47480,"RM 1,150,000"
47481,"RM 945,000"
47482,"RM 450,000"
47483,"RM 560,000"
47484,"RM 380,000"
47485,"RM 830,000"
47486,"RM 440,000"
47487,"RM 540,000"
47488,"RM 440,000"
47489,"RM 1,050,000"
47490,"RM 580,000"
47491,"RM 950,000"
47492,"RM 28,000,000"
47493,"RM 1,300,000"
47494,"RM 4,180,000"
47495,"RM 428,000"
47496,"RM 975,000"
47497,"RM 870,000"
47498,"RM 1,500,000"
47499,"RM 670,000"
47500,"RM 8,300,000"
47501,"RM 3,300,000"
47502,"RM 9,280,000"
47503,"RM 1,100,000"
47504,"RM 350,000"
47505,"RM 1,144,800"
47506,"RM 2,809,000"
47507,"RM 520,000"
47508,"RM 1,390,000"
47509,"RM 148,000"
47510,"RM 339,000"
47511,"RM 322,000"
47512,"RM 4,500,000"
47513,"RM 1,100,000"
47514,"RM 870,000"
47515,"RM 2,100,000"
47516,"RM 690,000"
47517,"RM 1,400,000"
47518,"RM 930,000"
47519,"RM 760,000"
47520,"RM 870,000"
47521,"RM 650,000"
47522,"RM 800,000"
47523,"RM 670,000"
47524,"RM 1,100,000"
47525,"RM 1,100,000"
47526,"RM 400,000"
47527,"RM 780,000"
47528,"RM 1,200,000"
47529,"RM 1,350,000"
47530,"RM 1,000,000"
47531,"RM 788,000"
47532,"RM 750,000"
47533,"RM 475,600"
47534,"RM 2,900,000"
47535,"RM 6,000,000"
47536,"RM 880,000"
47537,"RM 688,000"
47538,"RM 1,520,000"
47539,"RM 1,280,000"
47540,"RM 3,750,000"
47541,"RM 590,000"
47542,"RM 600,000"
47543,"RM 680,000"
47544,"RM 650,000"
47545,"RM 448,000"
47546,"RM 1,176,000"
47547,"RM 1,500,000"
47548,"RM 2,624,400"
47549,"RM 1,850,000"
47550,"RM 799,000"
47551,"RM 460,000"
47552,"RM 2,200,000"
47553,"RM 400,000"
47554,"RM 608,000"
47555,"RM 740,000"
47556,"RM 320,000"
47557,"RM 330,000"
47558,"RM 270,000"
47559,"RM 1,200,000"
47560,"RM 1,380,000"
47561,"RM 1,500,000"
47562,"RM 780,000"
47563,"RM 630,000"
47564,"RM 2,100,000"
47565,"RM 1,550,000"
47566,"RM 2,200,000"
47567,"RM 1,470,000"
47568,"RM 1,030,000"
47569,"RM 750,000"
47570,"RM 595,000"
47571,"RM 310,000"
47572,"RM 250,000"
47573,"RM 375,000"
47574,"RM 690,000"
47575,"RM 680,000"
47576,"RM 310,000"
47577,"RM 1,350,000"
47578,"RM 550,000"
47579,"RM 1,700,000"
47580,"RM 2,250,000"
47581,"RM 2,400,000"
47582,"RM 1,550,000"
47583,"RM 580,000"
47584,"RM 810,000"
47585,"RM 680,000"
47586,"RM 800,000"
47587,"RM 1,350,000"
47588,"RM 896,000"
47589,"RM 789,000"
47590,"RM 720,000"
47591,"RM 660,000"
47592,"RM 1,420,000"
47593,"RM 1,040,000"
47594,"RM 1,210,000"
47595,"RM 1,100,000"
47596,"RM 950,000"
47597,"RM 1,250,000"
47598,"RM 1,350,000"
47599,"RM 950,000"
47600,"RM 780,000"
47601,"RM 680,000"
47602,"RM 1,500,000"
47603,"RM 1,350,000"
47604,"RM 588,000"
47605,"RM 1,370,000"
47606,"RM 545,000"
47607,"RM 880,000"
47608,"RM 1,220,000"
47609,"RM 558,000"
47610,"RM 1,220,000"
47611,"RM 520,000"
47612,"RM 700,000"
47613,"RM 625,000"
47614,"RM 756,000"
47615,"RM 625,000"
47616,"RM 750,000"
47617,"RM 625,000"
47618,"RM 2,050,000"
47619,"RM 8,000,000"
47620,"RM 16,000,000"
47621,"RM 1,558,291"
47622,"RM 680,000"
47623,"RM 480,000"
47624,"RM 2,300,000"
47625,"RM 590,000"
47626,"RM 550,000"
47627,"RM 460,000"
47628,"RM 260,000"
47629,"RM 3,500,000"
47630,"RM 345,000"
47631,"RM 470,000"
47632,"RM 270,000"
47633,"RM 3,700,000"
47634,"RM 9,900,000"
47635,"RM 1,780,000"
47636,"RM 1,150,000"
47637,"RM 280,000"
47638,"RM 360,000"
47639,"RM 448,000"
47640,"RM 468,000"
47641,"RM 580,000"
47642,"RM 900,000"
47643,"RM 1,500,000"
47644,"RM 810,000"
47645,"RM 330,000"
47646,"RM 2,050,000"
47647,"RM 2,500,000"
47648,"RM 2,888,000"
47649,"RM 2,900,000"
47650,"RM 4,350,000"
47651,"RM 2,500,000"
47652,"RM 3,336,000"
47653,"RM 4,450,000"
47654,"RM 2,800,000"
47655,"RM 3,978,400"
47656,"RM 1,820,000"
47657,"RM 1,760,000"
47658,"RM 1,850,000"
47659,"RM 2,020,000"
47660,"RM 2,190,000"
47661,"RM 1,600,000"
47662,"RM 1,880,000"
47663,"RM 1,396,000"
47664,"RM 2,600,000"
47665,"RM 485,000"
47666,"RM 6,800,000"
47667,"RM 440,000"
47668,"RM 360,000"
47669,"RM 1,380,000"
47670,"RM 580,000"
47671,"RM 2,000"
47672,"RM 3,942,000"
47673,"RM 9,000,000"
47674,"RM 1,150,000"
47675,"RM 420,000"
47676,"RM 500,000"
47677,"RM 1,350,000"
47678,"RM 2,895,000"
47679,"RM 21,780,000"
47680,"RM 559,000"
47681,"RM 1,200,000"
47682,"RM 2,350,000"
47683,"RM 1,380,000"
47684,"RM 6,300"
47685,"RM 4,500,000"
47686,"RM 1,330,000"
47687,"RM 972,000"
47688,"RM 2,000,000"
47689,"RM 4,600,000"
47690,"RM 3,080,000"
47691,"RM 3,500,000"
47692,"RM 1,450,000"
47693,"RM 1,850,000"
47694,"RM 1,800,000"
47695,"RM 1,150,000"
47696,"RM 385,000"
47697,"RM 520,000"
47698,"RM 3,500,000"
47699,"RM 20,500,000"
47700,"RM 636,000"
47701,"RM 900,000"
47702,"RM 930,000"
47703,"RM 540,000"
47704,"RM 1,173,000"
47705,"RM 899,000"
47706,"RM 700,000"
47707,"RM 348,800"
47708,"RM 2,250,000"
47709,"RM 4,200,000"
47710,"RM 7,000,000"
47711,"RM 2,400,000"
47712,"RM 488,000"
47713,"RM 466,000"
47714,"RM 368,000"
47715,"RM 450,000"
47716,"RM 1,999,999"
47717,"RM 399,000"
47718,"RM 1,030,000"
47719,"RM 2,400,000"
47720,"RM 450,000"
47721,"RM 10,548,000"
47722,"RM 2,460,000"
47723,"RM 6,500,000"
47724,"RM 2,700,000"
47725,"RM 638,000"
47726,"RM 5,200,000"
47727,"RM 900,000"
47728,"RM 1,700,000"
47729,"RM 680,000"
47730,"RM 730,000"
47731,"RM 680,000"
47732,"RM 750,000"
47733,"RM 288,000"
47734,"RM 12,000,000"
47735,"RM 2,950,000"
47736,"RM 2,000,000"
47737,"RM 380,000"
47738,"RM 1,230,000"
47739,"RM 4,558,000"
47740,"RM 530,000"
47741,"RM 612,470"
47742,"RM 530,000"
47743,"RM 730,000"
47744,"RM 2,500,000"
47745,"RM 429,000"
47746,"RM 308,000"
47747,"RM 925,000"
47748,"RM 3,250,000"
47749,"RM 408,000"
47750,"RM 1,550,000"
47751,"RM 950,000"
47752,"RM 468,000"
47753,"RM 820,240"
47754,"RM 1,060,000"
47755,"RM 16,000,000"
47756,"RM 380,000"
47757,"RM 380,000"
47758,"RM 1,274,000"
47759,"RM 1,276,000"
47760,"RM 1,266,500"
47761,"RM 490,000"
47762,"RM 980,000"
47763,"RM 950,000"
47764,"RM 1,100,000"
47765,"RM 338,000"
47766,"RM 1,280,000"
47767,"RM 1,200,000"
47768,"RM 2,259,900"
47769,"RM 685,000"
47770,"RM 1,100,000"
47771,"RM 1,900,000"
47772,"RM 2,100,000"
47773,"RM 1,750,000"
47774,"RM 2,500,000"
47775,"RM 2,500,000"
47776,"RM 400,000"
47777,"RM 1,590,000"
47778,"RM 2,680,000"
47779,"RM 350,000"
47780,"RM 1,364,000"
47781,"RM 1,300,000"
47782,"RM 410,000"
47783,"RM 430,000"
47784,"RM 980,000"
47785,"RM 690,000"
47786,"RM 740,000"
47787,"RM 1,390,000"
47788,"RM 3,100,000"
47789,"RM 1,500,000"
47790,"RM 320,000"
47791,"RM 3,650,000"
47792,"RM 2,855,000"
47793,"RM 420,000"
47794,"RM 520,000"
47795,"RM 775,000"
47796,"RM 1,500,000"
47797,"RM 14,300,000"
47798,"RM 480,000"
47799,"RM 5,409,600"
47800,"RM 1,630,000"
47801,"RM 520,000"
47802,"RM 568,000"
47803,"RM 580,000"
47804,"RM 600,000"
47805,"RM 670,000"
47806,"RM 640,000"
47807,"RM 500,000"
47808,"RM 550,000"
47809,"RM 799,000"
47810,"RM 550,000"
47811,"RM 510,000"
47812,"RM 750,000"
47813,"RM 660,000"
47814,"RM 606,000"
47815,"RM 478,000"
47816,"RM 1,350,000"
47817,"RM 748,000"
47818,"RM 2,000,000"
47819,"RM 550,000"
47820,"RM 1,100,000"
47821,"RM 720,000"
47822,"RM 720,000"
47823,"RM 650,000"
47824,"RM 680,000"
47825,"RM 360,000"
47826,"RM 510,000"
47827,"RM 1,650,000"
47828,"RM 1,300,000"
47829,"RM 850,000"
47830,"RM 1,600,000"
47831,"RM 680,000"
47832,"RM 490,000"
47833,"RM 188,000"
47834,"RM 2,450,000"
47835,"RM 583,200"
47836,"RM 630,000"
47837,"RM 880,000"
47838,"RM 1,500"
47839,"RM 460,000"
47840,"RM 1,950,000"
47841,"RM 749,999"
47842,"RM 678,000"
47843,"RM 730,000"
47844,"RM 358,800"
47845,"RM 450,000"
47846,"RM 645,000"
47847,"RM 1,199,000"
47848,"RM 1,280,000"
47849,"RM 2,000"
47850,"RM 1,650,000"
47851,"RM 2,259,900"
47852,"RM 3,800,000"
47853,"RM 560,000"
47854,"RM 7,000,000"
47855,"RM 560,000"
47856,"RM 1,600,000"
47857,"RM 550,000"
47858,"RM 1,298,000"
47859,"RM 1,300,000"
47860,"RM 3,600,000"
47861,"RM 690,000"
47862,"RM 4,860,000"
47863,"RM 470,000"
47864,"RM 495,000"
47865,"RM 435,000"
47866,"RM 538,000"
47867,"RM 528,000"
47868,"RM 510,000"
47869,"RM 680,000"
47870,"RM 638,000"
47871,"RM 1,800,000"
47872,"RM 380,000"
47873,"RM 540,000"
47874,"RM 1,630,000"
47875,"RM 1,630,000"
47876,"RM 2,600,000"
47877,"RM 610,000"
47878,"RM 610,000"
47879,"RM 3,900,000"
47880,"RM 1,860,000"
47881,"RM 3,000,000"
47882,"RM 335,000"
47883,"RM 635,000"
47884,"RM 1,120,000"
47885,"RM 1,010,000"
47886,"RM 565,000"
47887,"RM 500,000"
47888,"RM 500,000"
47889,"RM 5,000,000"
47890,"RM 3,900,000"
47891,"RM 520,000"
47892,"RM 1,300,000"
47893,"RM 150,000"
47894,"RM 328,000"
47895,"RM 499,000"
47896,"RM 428,000"
47897,"RM 388,000"
47898,"RM 520,000"
47899,"RM 510,000"
47900,"RM 403,000"
47901,"RM 300,000"
47902,"RM 369,000"
47903,"RM 3,843,000"
47904,"RM 6,000,000"
47905,"RM 10,800,000"
47906,"RM 3,800,000"
47907,"RM 6,000,000"
47908,"RM 4,390,000"
47909,"RM 6,500,000"
47910,"RM 520,000"
47911,"RM 2,900,000"
47912,"RM 3,300,000"
47913,"RM 345,000"
47914,"RM 370,000"
47915,"RM 350,000"
47916,"RM 500,000"
47917,"RM 500,000"
47918,"RM 285,000"
47919,"RM 295,000"
47920,"RM 850,000"
47921,"RM 670,000"
47922,"RM 435,000"
47923,"RM 500,000"
47924,"RM 360,000"
47925,"RM 545,000"
47926,"RM 700,000"
47927,"RM 1,980,000"
47928,"RM 2,500,000"
47929,"RM 645,000"
47930,"RM 660,000"
47931,"RM 395,000"
47932,"RM 655,000"
47933,"RM 820,000"
47934,"RM 580,000"
47935,"RM 830,000"
47936,"RM 620,000"
47937,"RM 2,980,000"
47938,"RM 1,480,000"
47939,"RM 518,000"
47940,"RM 528,000"
47941,"RM 450,000"
47942,"RM 438,000"
47943,"RM 860,000"
47944,"RM 490,000"
47945,"RM 899,990"
47946,"RM 579,000"
47947,"RM 340,000"
47948,"RM 860,000"
47949,"RM 378,000"
47950,"RM 398,000"
47951,"RM 568,000"
47952,"RM 598,000"
47953,"RM 2,500,000"
47954,"RM 349,999"
47955,"RM 349,999"
47956,"RM 1,200"
47957,"RM 700,000"
47958,"RM 800,000"
47959,"RM 2,800,000"
47960,"RM 3,600,000"
47961,"RM 640,000"
47962,"RM 850,000"
47963,"RM 7,500,000"
47964,"RM 2,800,000"
47965,"RM 9,000,000"
47966,"RM 480,000"
47967,"RM 890,000"
47968,"RM 385,000"
47969,"RM 395,000"
47970,"RM 512,000"
47971,"RM 600,000"
47972,"RM 1,150,000"
47973,"RM 3,100,000"
47974,"RM 230,000"
47975,"RM 1,480,000"
47976,"RM 760,000"
47977,"RM 2,506,500"
47978,"RM 1,950,000"
47979,"RM 220,000"
47980,"RM 4,200,000"
47981,"RM 1,054,300"
47982,"RM 1,094,850"
47983,"RM 620,000"
47984,"RM 730,000"
47985,"RM 1,500,000"
47986,"RM 430,000"
47987,"RM 11,900,000"
47988,"RM 3,100,000"
47989,"RM 7,300,000"
47990,"RM 8,200,000"
47991,"RM 1,380,000"
47992,"RM 1,750,000"
47993,"RM 1,670,000"
47994,"RM 1,500,000"
47995,"RM 1,600,000"
47996,"RM 900,000"
47997,"RM 900,000"
47998,"RM 1,700,000"
47999,"RM 850,000"
48000,"RM 2,740,000"
48001,"RM 870,000"
48002,"RM 890,000"
48003,"RM 780,000"
48004,"RM 900,000"
48005,"RM 5,500,000"
48006,"RM 5,380,000"
48007,"RM 1,000,000"
48008,"RM 324,675"
48009,"RM 1,480,000"
48010,"RM 1,750,000"
48011,"RM 930,000"
48012,"RM 1,035,000"
48013,"RM 750,000"
48014,"RM 645,000"
48015,"RM 3,680,000"
48016,"RM 640,000"
48017,"RM 9,800,000"
48018,"RM 6,600,000"
48019,"RM 540,000"
48020,"RM 640,000"
48021,"RM 680,000"
48022,"RM 1,480,000"
48023,"RM 2,300,000"
48024,"RM 1,900,000"
48025,"RM 350,000"
48026,"RM 2,259,900"
48027,"RM 11,800,000"
48028,"RM 155,000,000"
48029,"RM 2,488,000"
48030,"RM 2,487,000"
48031,"RM 5,250,000"
48032,"RM 761,000"
48033,"RM 438,000"
48034,"RM 450,000"
48035,"RM 3,280,000"
48036,"RM 3,000,000"
48037,"RM 3,250,000"
48038,"RM 580,000"
48039,"RM 1,380,000"
48040,"RM 5,350,000"
48041,"RM 450,000"
48042,"RM 6,980,000"
48043,"RM 2,200,000"
48044,"RM 1,700,000"
48045,"RM 1,100,400"
48046,"RM 2,160,000"
48047,"RM 900,000"
48048,"RM 3,680,000"
48049,"RM 1,700,000"
48050,"RM 1,500,000"
48051,"RM 230,000"
48052,"RM 9,627,750"
48053,"RM 1,600,000"
48054,"RM 16,000,000"
48055,"RM 293,000"
48056,"RM 480,000"
48057,"RM 15,000,000"
48058,"RM 7,500,000"
48059,"RM 2,350,000"
48060,"RM 4,250,000"
48061,"RM 4,500,000"
48062,"RM 495,000"
48063,"RM 720,000"
48064,"RM 3,600,000"
48065,"RM 6,132,680"
48066,"RM 580,000"
48067,"RM 1,299,000"
48068,"RM 212,000"
48069,"RM 1,280,000"
48070,"RM 750,000"
48071,"RM 2,700,000"
48072,"RM 500,000"
48073,"RM 460,000"
48074,"RM 450,000"
48075,"RM 470,000"
48076,"RM 1,200,000"
48077,"RM 1,200,000"
48078,"RM 9,885,200"
48079,"RM 9,312,550"
48080,"RM 8,600,000"
48081,"RM 16,000,000"
48082,"RM 1,500,000"
48083,"RM 5,200,000"
48084,"RM 5,200,000"
48085,"RM 2,300,000"
48086,"RM 2,600,000"
48087,"RM 5,300,000"
48088,"RM 9,300,000"
48089,"RM 2,300,000"
48090,"RM 3,500,000"
48091,"RM 1,000,000"
48092,"RM 6,413,400"
48093,"RM 2,300,000"
48094,"RM 1,400,000"
48095,"RM 1,490,000"
48096,"RM 1,260,000"
48097,"RM 1,650,000"
48098,"RM 6,300,000"
48099,"RM 850,000"
48100,"RM 1,330,000"
48101,"RM 1,750,000"
48102,"RM 980,000"
48103,"RM 1,100,000"
48104,"RM 820,000"
48105,"RM 1,280,000"
48106,"RM 1,030,000"
48107,"RM 900,000"
48108,"RM 515,000"
48109,"RM 520,000"
48110,"RM 350,000"
48111,"RM 900,000"
48112,"RM 720,000"
48113,"RM 2,160,000"
48114,"RM 500,000"
48115,"RM 980,000"
48116,"RM 388,000"
48117,"RM 520,000"
48118,"RM 750,000"
48119,"RM 1,200,000"
48120,"RM 370,000"
48121,"RM 500,000"
48122,"RM 2,500,000"
48123,"RM 2,800,000"
48124,"RM 480,000"
48125,"RM 750,000"
48126,"RM 2,150,000"
48127,"RM 545,000"
48128,"RM 550,000"
48129,"RM 690,000"
48130,"RM 7,000,000"
48131,"RM 15,000,000"
48132,"RM 610,000"
48133,"RM 580,000"
48134,"RM 588,000"
48135,"RM 930,000"
48136,"RM 2,315,000"
48137,"RM 790,000"
48138,"RM 5,500,000"
48139,"RM 1,600,000"
48140,"RM 1,750,000"
48141,"RM 10,000,000"
48142,"RM 6,360,000"
48143,"RM 588,000"
48144,"RM 676,500"
48145,"RM 1,950,000"
48146,"RM 1,230,000"
48147,"RM 1,050,000"
48148,"RM 1,700,000"
48149,"RM 2,380,000"
48150,"RM 1,950,000"
48151,"RM 738,000"
48152,"RM 1,590,000"
48153,"RM 1,750,000"
48154,"RM 1,060,000"
48155,"RM 498,000"
48156,"RM 400,000"
48157,"RM 290,000"
48158,"RM 868,000"
48159,"RM 800,000"
48160,"RM 680,000"
48161,"RM 2,700,000"
48162,"RM 677,999"
48163,"RM 1,680,000"
48164,"RM 4,890,000"
48165,"RM 1,080,000"
48166,"RM 498,000"
48167,"RM 6,490,000"
48168,"RM 539,000"
48169,"RM 980,000"
48170,"RM 720,000"
48171,"RM 2,150,000"
48172,"RM 2,500,000"
48173,"RM 690,000"
48174,"RM 420,000"
48175,"RM 2,600,000"
48176,"RM 1,616,000"
48177,"RM 470,000"
48178,"RM 388,000"
48179,"RM 320,000"
48180,"RM 4,680,000"
48181,"RM 5,878,950"
48182,"RM 3,500,000"
48183,"RM 300,000"
48184,"RM 380,000"
48185,"RM 780,000"
48186,"RM 365,000"
48187,"RM 1,300,000"
48188,"RM 1,650,000"
48189,"RM 1,050,000"
48190,"RM 430,000"
48191,"RM 330,000"
48192,"RM 1,188,000"
48193,"RM 3,500,000"
48194,"RM 1,760,000"
48195,"RM 1,290,000"
48196,"RM 4,860,000"
48197,"RM 1,265,000"
48198,"RM 1,210,000"
48199,"RM 460,000"
48200,"RM 480,000"
48201,"RM 2,680,000"
48202,"RM 1,300,000"
48203,"RM 560,000"
48204,"RM 535,000"
48205,"RM 525,000"
48206,"RM 14,800,000"
48207,"RM 15,000,000"
48208,"RM 750,000"
48209,"RM 540,000"
48210,"RM 330,000"
48211,"RM 880,000"
48212,"RM 650,000"
48213,"RM 630,000"
48214,"RM 1,080,000"
48215,"RM 600,000"
48216,"RM 3,000,000"
48217,"RM 3,600,000"
48218,"RM 1,650,000"
48219,"RM 530,000"
48220,"RM 450,000"
48221,"RM 2,330,000"
48222,"RM 640,000"
48223,"RM 480,000"
48224,"RM 450,000"
48225,"RM 1,800,000"
48226,"RM 2,400,000"
48227,"RM 1,682,000"
48228,"RM 1,740,000"
48229,"RM 2,680,000"
48230,"RM 1,600,000"
48231,"RM 900,000"
48232,"RM 670,000"
48233,"RM 720,000"
48234,"RM 1,550,000"
48235,"RM 950,000"
48236,"RM 790,000"
48237,"RM 920,000"
48238,"RM 420,000"
48239,"RM 680,000"
48240,"RM 610,000"
48241,"RM 6,000,000"
48242,"RM 640,000"
48243,"RM 1,053,000"
48244,"RM 665,000"
48245,"RM 2,880,000"
48246,"RM 550,000"
48247,"RM 1,900"
48248,"RM 2,680,000"
48249,"RM 498,000"
48250,"RM 620,000"
48251,"RM 1,220,000"
48252,"RM 1,450,000"
48253,"RM 1,308,000"
48254,"RM 4,700,000"
48255,"RM 1,620,000"
48256,"RM 980,000"
48257,"RM 1,700,000"
48258,"RM 960,000"
48259,"RM 1,111,000"
48260,"RM 1,359,000"
48261,"RM 2,200,000"
48262,"RM 1,150,000"
48263,"RM 1,650,000"
48264,"RM 1,400,000"
48265,"RM 2,050,000"
48266,"RM 498,000"
48267,"RM 700,000"
48268,"RM 2,615,000"
48269,"RM 23,300,000"
48270,"RM 2,200,000"
48271,"RM 415,000"
48272,"RM 450,000"
48273,"RM 1,350,000"
48274,"RM 660,000"
48275,"RM 488,000"
48276,"RM 480,000"
48277,"RM 828,000"
48278,"RM 768,000"
48279,"RM 760,000"
48280,"RM 688,500"
48281,"RM 750,000"
48282,"RM 828,000"
48283,"RM 828,000"
48284,"RM 17,500,000"
48285,"RM 3,150,000"
48286,"RM 580,000"
48287,"RM 830,000"
48288,"RM 4,700,000"
48289,"RM 3,880,000"
48290,"RM 600,000"
48291,"RM 2,100,000"
48292,"RM 1,925,100"
48293,"RM 850,000"
48294,
48295,"RM 2,140,426"
48296,"RM 746,963"
48297,"RM 4,264,920"
48298,"RM 627,120"
48299,"RM 475,020"
48300,"RM 646,680"
48301,"RM 729,720"
48302,"RM 486,464"
48303,"RM 853,400"
48304,"RM 747,660"
48305,"RM 879,600"
48306,"RM 810,800"
48307,"RM 552,800"
48308,"RM 1,900,000"
48309,"RM 699,000"
48310,"RM 695,000"
48311,"RM 1,200,000"
48312,"RM 430,000"
48313,"RM 350,000"
48314,"RM 530,000"
48315,"RM 618,000"
48316,"RM 300,000"
48317,"RM 350,000"
48318,"RM 1,600,000"
48319,"RM 960,000"
48320,"RM 550,000"
48321,"RM 495,000"
48322,"RM 325,000"
48323,"RM 2,400,000"
48324,"RM 9,064,900"
48325,"RM 12,500,000"
48326,"RM 11,400,000"
48327,"RM 9,246,600"
48328,"RM 9,246,600"
48329,"RM 7,245,000"
48330,"RM 750,000"
48331,"RM 1,990,000"
48332,"RM 1,440,000"
48333,"RM 748,000"
48334,"RM 671,000"
48335,"RM 1,500,000"
48336,"RM 1,200,000"
48337,"RM 980,000"
48338,"RM 1,900,000"
48339,"RM 380,000"
48340,"RM 390,000"
48341,"RM 858,000"
48342,"RM 990,000"
48343,"RM 1,100,000"
48344,"RM 5,450,000"
48345,"RM 1,200,000"
48346,"RM 1,030,000"
48347,"RM 1,950,000"
48348,"RM 935,000"
48349,"RM 4,600,000"
48350,"RM 11,585,000"
48351,"RM 4,600,000"
48352,"RM 2,000,000"
48353,"RM 700,000"
48354,"RM 370,000"
48355,"RM 650,000"
48356,"RM 1,200,000"
48357,"RM 1,199,000"
48358,"RM 850,000"
48359,"RM 2,624,400"
48360,"RM 1,350,000"
48361,"RM 700,000"
48362,"RM 1,450,000"
48363,"RM 6,900,000"
48364,"RM 2,100,000"
48365,"RM 1,800,000"
48366,"RM 2,800,000"
48367,"RM 780,000"
48368,"RM 14,000,000"
48369,"RM 2,300,000"
48370,"RM 428,000"
48371,"RM 1,426,000"
48372,"RM 420,000"
48373,"RM 788,000"
48374,"RM 545,000"
48375,"RM 2,210,000"
48376,"RM 710,000"
48377,"RM 585,000"
48378,"RM 1,500,000"
48379,"RM 575,000"
48380,"RM 590,000"
48381,"RM 420,000"
48382,"RM 800,000"
48383,"RM 550,000"
48384,"RM 1,300,000"
48385,"RM 725,000"
48386,"RM 1,380,000"
48387,"RM 993,000"
48388,"RM 780,000"
48389,"RM 15,000,000"
48390,"RM 520,000"
48391,"RM 900,000"
48392,"RM 1,680"
48393,"RM 490,000"
48394,"RM 490,000"
48395,"RM 478,000"
48396,"RM 1,399,999"
48397,"RM 930,000"
48398,"RM 428,000"
48399,"RM 710,000"
48400,"RM 1,175,000"
48401,"RM 645,000"
48402,"RM 428,000"
48403,"RM 1,450,000"
48404,"RM 790,000"
48405,"RM 470,000"
48406,"RM 2,900,000"
48407,"RM 560,000"
48408,"RM 665,000"
48409,"RM 850,000"
48410,"RM 650,000"
48411,"RM 938,000"
48412,"RM 1,950"
48413,"RM 3,300,000"
48414,"RM 580,000"
48415,"RM 330,000"
48416,"RM 455,000"
48417,"RM 728,000"
48418,"RM 1,150,000"
48419,"RM 902,000"
48420,"RM 750,000"
48421,"RM 706,000"
48422,"RM 4,800,000"
48423,"RM 450,000"
48424,"RM 2,200,000"
48425,"RM 6,500,000"
48426,"RM 1,300,000"
48427,"RM 370,000"
48428,"RM 2,800,000"
48429,"RM 5,600,000"
48430,"RM 760,000"
48431,"RM 1,300,000"
48432,"RM 995,000"
48433,"RM 470,000"
48434,"RM 1,800,000"
48435,"RM 600,000"
48436,"RM 395,000"
48437,"RM 570,000"
48438,"RM 1,700,000"
48439,"RM 1,750,000"
48440,"RM 3,480,000"
48441,"RM 960,000"
48442,"RM 2,750,000"
48443,"RM 3,480,000"
48444,"RM 2,300,000"
48445,"RM 1,120,000"
48446,"RM 1,420,000"
48447,"RM 1,690,000"
48448,"RM 1,440,000"
48449,"RM 4,400,000"
48450,"RM 750,000"
48451,"RM 1,700,000"
48452,"RM 480,000"
48453,"RM 660,000"
48454,"RM 2,200,000"
48455,"RM 1,100,000"
48456,"RM 708,000"
48457,"RM 900,000"
48458,"RM 7,800,000"
48459,"RM 2,600,000"
48460,"RM 7,500,000"
48461,"RM 3,380,000"
48462,"RM 325,000"
48463,"RM 1,680,000"
48464,"RM 680,000"
48465,"RM 427,000"
48466,"RM 460,000"
48467,"RM 1,300,000"
48468,"RM 800,000"
48469,"RM 640,000"
48470,"RM 318,000"
48471,"RM 390,000"
48472,"RM 420,000"
48473,"RM 360,000"
48474,"RM 1,580,000"
48475,"RM 920,000"
48476,"RM 485,000"
48477,"RM 6,400,000"
48478,"RM 12,000,000"
48479,"RM 650,000"
48480,"RM 720,000"
48481,"RM 418,000"
48482,"RM 720,000"
48483,"RM 728,000"
48484,"RM 1,150,000"
48485,"RM 1,080,000"
48486,"RM 1,700,000"
48487,"RM 2,800,000"
48488,"RM 698,000"
48489,"RM 717,000"
48490,"RM 260,000"
48491,"RM 420,000"
48492,"RM 380,000"
48493,"RM 300,000"
48494,"RM 550,000"
48495,"RM 3,400,000"
48496,"RM 1,318,000"
48497,"RM 310,000"
48498,"RM 182,000"
48499,"RM 1,150,000"
48500,"RM 512,500"
48501,"RM 550,000"
48502,"RM 482,230"
48503,"RM 476,420"
48504,"RM 610,000"
48505,"RM 580,000"
48506,"RM 740,000"
48507,"RM 1,700,000"
48508,"RM 490,000"
48509,"RM 12,500,000"
48510,"RM 1,950,000"
48511,"RM 618,500"
48512,"RM 535,000"
48513,"RM 408,300"
48514,"RM 376,000"
48515,"RM 1,230,000"
48516,"RM 360,000"
48517,"RM 483,000"
48518,"RM 500,000"
48519,"RM 400,000"
48520,"RM 951,350"
48521,"RM 285,000"
48522,"RM 6,500,000"
48523,"RM 750,000"
48524,"RM 623,000"
48525,"RM 2,500"
48526,"RM 520,000"
48527,"RM 621,800"
48528,"RM 850,000"
48529,"RM 400,000"
48530,"RM 2,100,000"
48531,"RM 2,200,000"
48532,"RM 760,000"
48533,"RM 730,000"
48534,"RM 1,100,000"
48535,"RM 550,000"
48536,"RM 950,000"
48537,"RM 1,680,000"
48538,"RM 850,000"
48539,"RM 950,000"
48540,"RM 3,500,000"
48541,"RM 550,000"
48542,"RM 430,000"
48543,"RM 500,000"
